name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Boone, NC",2023-01-26,35.9,28.7,31,23.8,14.3,18.3,22.8,71.7,0,0,0,"rain,snow",0.1,0,48.2,33.1,293.7,1011.8,85.3,9.3,40.8,3.5,2,10,2023-01-26T07:32:15,2023-01-26T17:46:45,0.16,Partially cloudy,Partly cloudy throughout the day.,wind,"RVZN7,72314863859,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,E6072,K0A9"
"Boone, NC",2023-01-27,35.4,23.3,28.7,32.5,10.3,19.6,16.2,60.9,0,0,0,snow,0,0,36.8,22.9,288.6,1019.4,13.7,9.8,119,10.3,7,10,2023-01-27T07:31:37,2023-01-27T17:47:49,0.2,Clear,Clear conditions throughout the day.,clear-day,"RVZN7,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,E6072"
"Boone, NC",2023-01-28,49.3,30.8,38,46.3,22.2,33.4,20.5,51.2,0,0,0,,0,0.1,32.2,21.9,278.9,1025.4,0,9.9,136.8,11.8,8,10,2023-01-28T07:30:57,2023-01-28T17:48:53,0.25,Clear,Clear conditions throughout the day.,clear-day,"RVZN7,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,E6072,K0A9"
"Boone, NC",2023-01-29,45.5,30.8,38.3,45.5,30.8,37.9,34,85.4,0.034,100,20.83,"rain,snow",0,0.1,15,6.3,308.1,1023.3,77.1,9.4,32.3,2.6,2,10,2023-01-29T07:30:15,2023-01-29T17:49:57,0.26,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"RVZN7,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,E6072"
"Boone, NC",2023-01-30,55.9,37.3,44.7,55.9,37.3,44.7,42.1,91.7,0.018,100,12.5,rain,0,0,21.9,9.1,289,1021.8,62.3,8.7,51.2,4.4,3,10,2023-01-30T07:29:31,2023-01-30T17:51:01,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"RVZN7,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,E6072,K0A9"
"Boone, NC",2023-01-31,53.4,37.5,47.2,53.4,37.5,46.4,46.1,96.1,0.012,100,8.33,rain,0,0,16.1,10.8,283.9,1020.3,83.8,9.2,31.6,2.6,1,10,2023-01-31T07:28:46,2023-01-31T17:52:05,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"RVZN7,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,E6072"
"Boone, NC",2023-02-01,46.1,36,41,41.8,29.2,36.3,38.6,91.7,0.013,100,12.5,rain,0,0,19.7,12.6,278.3,1020.9,97.9,8.6,54.5,4.7,3,10,2023-02-01T07:27:59,2023-02-01T17:53:09,0.36,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"RVZN7,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-02,40,34.3,37,36,22.3,31.3,35.4,94.1,0.181,100,33.33,"rain,snow",0,0,40,23.4,289,1019.2,88.4,8.5,39,3.4,3,10,2023-02-02T07:27:11,2023-02-02T17:54:13,0.4,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"0586W,72314653892,F8439,KMRN,KTNB,KGEV,72219863819,E6072,K0A9"
"Boone, NC",2023-02-03,33.5,21.9,29.2,24.6,10.5,17.3,13.7,53.8,0,0,0,,0,0,40.2,27.4,302.9,1019.3,7.2,9.9,147.7,12.6,8,10,2023-02-03T07:26:21,2023-02-03T17:55:16,0.43,Clear,Clear conditions throughout the day.,clear-day,"RVZN7,72314863859,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,E6072,K0A9"
"Boone, NC",2023-02-04,39.3,18.3,27.3,35.3,13.7,23.8,13,56,0,0,0,,0,0,18.3,10.1,221.1,1029.9,0,9.9,125,10.8,8,10,2023-02-04T07:25:30,2023-02-04T17:56:20,0.46,Clear,Clear conditions throughout the day.,clear-day,"RVZN7,72301003810,72314863859,0586W,72314653892,KMRN,KGEV,KTNB,K0A9,E6072,72219863819"
"Boone, NC",2023-02-05,50.7,24.6,36.4,50.7,24.6,34.6,22.5,61.4,0,0,0,,0,0,27.7,18.3,275.7,1022.1,3.1,9.9,124.7,10.7,8,10,2023-02-05T07:24:37,2023-02-05T17:57:24,0.5,Clear,Clear conditions throughout the day.,clear-day,"RVZN7,72301003810,72314863859,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,E6072,K0A9"
"Boone, NC",2023-02-06,49.3,30,40.5,44.4,27.1,33.8,27.4,61.3,0,0,0,,0,0,42.3,27.5,298.1,1020,9.6,9.9,150.4,12.9,6,10,2023-02-06T07:23:42,2023-02-06T17:58:27,0.53,Clear,Clear conditions throughout the day.,clear-day,"RVZN7,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,E6072,K0A9"
"Boone, NC",2023-02-07,56.5,24.3,40,56.5,24.3,39.9,26.3,63.5,0,0,0,,0,0,18.3,12.5,198.3,1025.2,0,9.9,162.5,13.9,8,10,2023-02-07T07:22:46,2023-02-07T17:59:30,0.57,Clear,Clear conditions throughout the day.,clear-day,"RVZN7,72314863859,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,E6072,K0A9"
"Boone, NC",2023-02-08,56.2,34.4,48.2,56.2,34.4,48.2,37.9,68,0,0,0,,0,0,23,8.6,290.3,1025.4,69.2,9.9,38.3,3.3,2,10,2023-02-08T07:21:49,2023-02-08T18:00:33,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"RVZN7,72314863859,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,E6072"
"Boone, NC",2023-02-09,54.9,50.3,52.3,54.9,50.3,52.3,47.3,83.1,0,0,0,,0,0,31,11.5,225.3,1020.1,56.2,9.8,25,2.3,2,10,2023-02-09T07:20:50,2023-02-09T18:01:36,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"RVZN7,72314863859,0586W,72314653892,72316563821,KMRN,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-10,52.1,41.6,46.4,52.1,33.6,41.7,34,62.2,0,0,0,,0,0,32.1,19.3,288.7,1020.1,0.3,9.9,149.6,12.9,8,10,2023-02-10T07:19:50,2023-02-10T18:02:38,0.67,Clear,Clear conditions throughout the day.,clear-day,"RVZN7,72314863859,0586W,72314653892,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-11,50.2,33.3,40.2,50.2,29.5,37.1,22.2,52.5,0.06,100,12.5,"rain,snow",0,0,24.2,12,308.3,1022.9,25.7,9.6,89,7.7,4,10,2023-02-11T07:18:49,2023-02-11T18:03:41,0.7,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"RVZN7,72301003810,72314863859,0586W,72314653892,72316563821,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-12,38.3,31.6,34.5,38.3,18.4,29.1,33.2,95.1,0.825,100,87.5,"rain,snow",1.1,0,35.7,25.6,340.1,1009.9,86.4,4.9,33.5,2.9,2,10,2023-02-12T07:17:47,2023-02-12T18:04:43,0.74,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"RVZN7,72314863859,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-13,48.5,31.2,38.1,42.3,18.6,30.2,22,55.9,0.075,100,4.17,"rain,snow",0.3,0,36.5,23.9,293,1012.1,1,9.9,143.8,12.3,7,10,2023-02-13T07:16:43,2023-02-13T18:05:44,0.75,"Snow, Rain",Clear conditions throughout the day with morning rain or snow.,snow,"RVZN7,72314863859,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-14,58.1,33,47.5,58.1,32.3,45.9,27.1,47.4,0,0,0,,0,0,24.2,13,89.8,1018.4,0,9.9,159.8,14,7,10,2023-02-14T07:15:38,2023-02-14T18:06:46,0.81,Clear,Clear conditions throughout the day.,clear-day,"RVZN7,72314863859,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-15,66,47.7,54.7,66,44.6,54.2,36.9,52.1,0,0,0,,0,0,27.5,10.3,248.4,1020.1,55.2,9.9,108.3,9.4,6,10,2023-02-15T07:14:31,2023-02-15T18:07:47,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHKY,0586W,72316563821,KGEV,RVZN7,72301003810,72314863859,72314653892,KMRN,KTNB,72219863819,K0A9,E6072"
"Boone, NC",2023-02-16,61.8,46.1,55,61.8,44.1,54.8,48.9,80.5,0.01,100,4.17,rain,0,0,26.4,14.3,217.3,1018.2,31.8,9.8,87.1,7.6,4,10,2023-02-16T07:13:24,2023-02-16T18:08:48,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"RVZN7,72314863859,0586W,72314653892,72316563821,KMRN,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-17,55.6,24.7,41.3,55.6,8.7,34.2,38.3,89,1.097,100,41.67,rain,0,0,44.8,26.2,300.2,1013.4,99,6.9,33.9,2.9,1,10,2023-02-17T07:12:15,2023-02-17T18:09:48,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"RVZN7,72314863859,0586W,72314653892,KMRN,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-18,50.7,21.9,33.8,50.7,7.1,30.2,18.1,55.9,0,0,0,,0,0,42.1,24.9,284.8,1027.2,6,9.9,168.5,14.7,7,10,2023-02-18T07:11:06,2023-02-18T18:10:48,0.95,Clear,Clear conditions throughout the day.,clear-day,"RVZN7,KUKF,72314863859,0586W,72314653892,72316563821,KMRN,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-19,52.2,28.7,41.9,52.2,28.3,40.8,26.6,55.9,0,0,0,,0,0,21.8,11.5,198.1,1022.6,6.2,9.9,108.3,9.3,6,10,2023-02-19T07:09:55,2023-02-19T18:11:48,0.98,Clear,Clear conditions throughout the day.,clear-day,"RVZN7,72314863859,0586W,72314653892,F8439,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-20,50.9,33.6,45.3,50.9,31.2,43.6,37.9,76.9,0.086,100,29.17,rain,0,0,33.3,14.3,289.3,1012.3,54.3,9.2,51.7,4.4,3,10,2023-02-20T07:08:44,2023-02-20T18:12:47,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"RVZN7,72314863859,0586W,72314653892,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-21,58.1,40.1,51.8,58.1,40.1,50.7,38.7,63.4,0.03,100,20.83,rain,0,0,40.1,25.7,294.1,1009.6,28.5,9.9,140,12.2,7,10,2023-02-21T07:07:31,2023-02-21T18:13:47,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"RVZN7,72314863859,0586W,72314653892,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-22,66.6,40.2,55.6,66.6,40.2,55.6,43.9,65.4,0,0,0,,0,0,20.8,10.8,222.6,1015.5,17.9,9.9,138.5,12.1,9,10,2023-02-22T07:06:17,2023-02-22T18:14:45,0.08,Clear,Clear conditions throughout the day.,clear-day,"RVZN7,72314863859,0586W,72314653892,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-23,66.3,45,59.3,66.3,45,59.3,49.6,71.6,0.012,100,8.33,rain,0,0,26.5,15.5,272.6,1018.8,48.4,9.7,45.4,4,4,10,2023-02-23T07:05:03,2023-02-23T18:15:44,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"RVZN7,72314863859,0586W,72316563821,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-24,57.4,47.4,51.5,57.4,43.5,50.6,26.7,44.1,0,0,0,,0,0,30,13.7,307.3,1027.1,52.3,9.9,88.9,7.8,4,10,2023-02-24T07:03:47,2023-02-24T18:16:42,0.14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"RVZN7,72314863859,0586W,72316563821,72314653892,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-25,48.6,38.3,44.7,45.6,35.6,41.9,35.6,76.1,0.272,100,37.5,rain,0,0,31.1,17.1,289.8,1023.7,94.9,7.2,30.5,2.6,2,10,2023-02-25T07:02:31,2023-02-25T18:17:40,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"RVZN7,72301003810,72314863859,0586W,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-26,51.9,43.1,47.1,51.9,36.8,41.5,42.9,85.3,0,0,0,,0,0,33.4,24,288.4,1016.7,39,9.4,74.8,6.5,4,10,2023-02-26T07:01:14,2023-02-26T18:18:37,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"RVZN7,72301003810,72314863859,0586W,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-27,59.9,47.3,51.2,59.9,44.6,50.2,45.2,81.7,0.041,100,8.33,rain,0,0,45,29.2,259.7,1009,85.3,8.4,55.4,4.7,3,10,2023-02-27T06:59:56,2023-02-27T18:19:34,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"RVZN7,72314863859,0586W,72314653892,72316563821,KMRN,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-02-28,63.1,40.4,54.2,63.1,40.4,54.2,36.1,52.8,0,0,0,,0,0,50.9,34.9,297.1,1009.4,0.1,9.9,186.5,16.2,10,10,2023-02-28T06:58:37,2023-02-28T18:20:31,0.28,Clear,Clear conditions throughout the day.,wind,"RVZN7,72301003810,72314863859,0586W,72316563821,72314653892,KMRN,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-03-01,62.8,31,48.3,62.8,31,48.3,38.6,72.4,0,0,0,,0,0,18.3,10.2,253.9,1016.3,4.2,9.9,186.4,16.1,10,10,2023-03-01T06:57:18,2023-03-01T18:21:28,0.31,Clear,Clear conditions throughout the day.,clear-day,"RVZN7,72301003810,72314863859,0586W,72316563821,72314653892,KMRN,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-03-02,58.6,47.4,53.1,58.6,47.4,53.1,48.8,85.8,0.419,100,29.17,rain,0,0,25.3,11.4,286,1011.5,65.2,9.4,35.9,3.1,1,10,2023-03-02T06:55:58,2023-03-02T18:22:24,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"RVZN7,72314863859,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-03-03,60.2,47.6,51.7,60.2,47.6,51.6,49.9,94.5,2.29,100,75,rain,0,0,25.3,12,143.3,1005.6,87.1,6.5,20.4,1.7,1,10,2023-03-03T06:54:37,2023-03-03T18:23:20,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72314863859,0586W,72316563821,F8439,KMRN,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-03-04,51.7,38.2,45.4,51.7,27.6,40.2,31,58.2,0,0,0,,0,0,41.3,26.3,296.8,1011.2,10.7,9.9,195.5,16.8,8,10,2023-03-04T06:53:16,2023-03-04T18:24:15,0.41,Clear,Clear conditions throughout the day.,clear-day,"72314863859,0586W,72316563821,KMRN,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-03-05,59.9,33.1,46.1,59.9,29.4,44.5,26.7,51.8,0,0,0,,0,0,18.3,8.5,269.9,1022.5,0,9.9,193.2,16.7,10,10,2023-03-05T06:51:54,2023-03-05T18:25:10,0.44,Clear,Clear conditions throughout the day.,clear-day,"72301003810,72314863859,0586W,KMRN,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-03-06,65.6,31.1,49.7,65.6,31.1,49.7,35.6,64.1,0,0,0,,0,0,21.9,10.4,255.6,1020.1,0,9.9,213.1,18.5,10,10,2023-03-06T06:50:31,2023-03-06T18:26:05,0.47,Clear,Clear conditions throughout the day.,clear-day,"RVZN7,72301003810,72314863859,0586W,72314653892,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-03-07,59.9,35,52.6,59.9,27.1,51.1,30.3,45.2,0,0,0,,0,0,38.9,26.3,304.2,1017,4.3,9.9,211.3,18.2,10,10,2023-03-07T06:49:08,2023-03-07T18:27:00,0.5,Clear,Clear conditions throughout the day.,clear-day,"72314863859,0586W,72316563821,KTNB,KGEV,72219863819,K0A9,E6072"
"Boone, NC",2023-03-08,53.5,31.7,39.8,53.5,21.5,34.4,11.1,33.4,0,0,0,,0,0,23.1,16.5,286.5,1023.9,26.4,9.9,123,10.6,5,10,2023-03-08T06:47:45,2023-03-08T18:27:54,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72314863859,0586W,72316563821,72314653892,KMRN,KTNB,KGEV,72219863819,K0A9,E6072"
